Username,Stars,Review Text,Review Date,Review Usefulness,Sentiment Label,Sentiment Score
Ashley tilton,5.0 out of 5 stars,"I like this light, it's fun. Adds a pop of color to my room at night. I wish I could touch it to turn it off though.","Reviewed in the United States on April 22, 2020",No Data,POSITIVE,0.9996811151504517
Frieda,5.0 out of 5 stars,"I bought this for my newborn , so I can always see her. This lamp is amazing, it has different light color, and I like the fact that your can adjust how bright you want it. It also had Alexa integrated","Reviewed in the United States on August 1, 2021",No Data,POSITIVE,0.9998286962509155
Mimi,5.0 out of 5 stars,This is great. Needed a nightlight for my daughter and she wanted one that changes colors. This is perfect. And I can control it from either my phone or Alexa. Cant beat it. There’s so many different options as far as colors and color variations too.,"Reviewed in the United States on December 27, 2020",No Data,POSITIVE,0.9996814727783203
Michael N. Haines,5.0 out of 5 stars,"A little cumbersome to use the modes. Would like the platform to offer ""ramp up"" and ""ramp down"" at some point. Otherwise its an awesome little nightlight!","Reviewed in the United States on September 8, 2020",No Data,NEGATIVE,0.9267781972885132
Kayla,5.0 out of 5 stars,My girls love their light and it was so easy to install and very easy to use.,"Reviewed in the United States on April 15, 2021",No Data,POSITIVE,0.9993337988853455
Kelly J. Neilson,5.0 out of 5 stars,"The light works seamlessly with our Alexa Dot and the kid loves it. 5 stars, for sure.","Reviewed in the United States on September 23, 2020",No Data,POSITIVE,0.9998347759246826
Pamela Bryant,5.0 out of 5 stars,This is a fun little light with many color options. Love the camp fire mode.,"Reviewed in the United States on September 28, 2020",No Data,POSITIVE,0.9998272061347961
Erin,5.0 out of 5 stars,Used for my early rising 4yo. I like how easily customizable it is for routines. I don't like that it's tied into Alexa but I disabled it.,"Reviewed in the United States on January 3, 2020",No Data,NEGATIVE,0.9949393272399902
Jessica Traphagan,5.0 out of 5 stars,"My kids love this light. They use for timing when brushing their teeth, dance parties, camping in the living room, a nightlight, an ""okay to wake"" cue, and so much more. We love this thing!","Reviewed in the United States on March 22, 2020",No Data,POSITIVE,0.9998778104782104
Teresa M. Ellis,5.0 out of 5 stars,My daughter loves this. And she loves to tap the dresser it sits on bc every time she taps the light changes color. I can control the color and brightness of the light as well as turning on n off with my app.,"Reviewed in the United States on June 6, 2020",No Data,POSITIVE,0.9956651329994202
L. Stewart,5.0 out of 5 stars,"I bought this for myself, no kids. It’s cute...it like a candle. By my bedside. Love campfire features. Doesn’t take up much space. Just want I needed when I want a little lite. Don’t have to use my iPhone.","Reviewed in the United States on November 21, 2019",No Data,NEGATIVE,0.9466502666473389
Lucy U.,1.0 out of 5 stars,"Stopped working randomly and will no longer connect even after a full reset of the device, router, reinstall of alexa app.","Reviewed in the United States on November 25, 2020",No Data,NEGATIVE,0.9997677206993103
Virginia Goddard,1.0 out of 5 stars,Loved this product but after 9 months the device is no longer working properly. Continuously blinking will not respond to Alexa. Had to completely unplug the device to get it to turn off.,"Reviewed in the United States on February 4, 2021",No Data,NEGATIVE,0.9991468191146851
MAnne,5.0 out of 5 stars,"I originally purchased and Echo Glow for my 10 year old daughter; however, we loved it so much that I purchased another for myself as well!","Reviewed in the United States on September 13, 2020",No Data,POSITIVE,0.9997988343238831
LisAna Brown,1.0 out of 5 stars,Mine wont accept parental codes and wont work right without,"Reviewed in the United States on March 15, 2021",No Data,POSITIVE,0.9947146773338318
Jaxbeachhippie,2.0 out of 5 stars,Expensive night light I have to use The app to control it. 2.98 night light is the same. Very disappointed. Amazon shame on you making the deal of the day this crap.,"Reviewed in the United States on September 3, 2021",No Data,NEGATIVE,0.9998008608818054
Renos Zabounidis,3.0 out of 5 stars,"The light is bright and generally works pretty well, my only gripe is that the alarm function with alexa doesn't actually turn the light on in the morning.","Reviewed in the United States on May 25, 2021",No Data,POSITIVE,0.9930877089500427
Loretta Dickerson,4.0 out of 5 stars,I use this in my sanctuary instead of buying a floor lamp.,"Reviewed in the United States on September 4, 2021",No Data,NEGATIVE,0.9991264939308167
Carissa Zabel,5.0 out of 5 stars,My little guy loves his echo glow. It has a variety of functions and colors.,"Reviewed in the United States on July 9, 2021",No Data,POSITIVE,0.9997624754905701
AXA,5.0 out of 5 stars,Very happy with product and special price,"Reviewed in the United States on February 19, 2021",No Data,POSITIVE,0.9998800754547119
Bryant Sanchez,5.0 out of 5 stars,"My son loves this lamp. He uses to have the small regular night lights but we replaced it for the Echo Glow. He asks me to command Alexa to turn his lamp every night. Also this lamp has different set (Camp Fire, Flow Color, Christmas, etc) honestly it's very nice.","Reviewed in the United States on January 29, 2020",No Data,POSITIVE,0.9996355772018433
A Cafass,5.0 out of 5 stars,Bought this for my tween and she loves it.  It is smaller than you might think so please be aware of the dimensions.,"Reviewed in the United States on March 16, 2020",No Data,POSITIVE,0.9995174407958984
Cynthia S Blanck,5.0 out of 5 stars,"My grandson loves this light beyond description.  He learned (2 yrs old) to change the colors instantly.  It is very flexible in terms of brightness and has a timer.  I also love the features.  A ""must have"" in my book.","Reviewed in the United States on August 4, 2020",No Data,POSITIVE,0.9998268485069275
Kathleen mcallister,1.0 out of 5 stars,When you buy this just beware it is ONLY a light. Does NOT play any music. If that's what you were hoping for this is not the product for you.,"Reviewed in the United States on January 4, 2021",No Data,NEGATIVE,0.9995716214179993
floridasunny,5.0 out of 5 stars,Fun and interactive. Daughter loves it.,"Reviewed in the United States on September 11, 2021",No Data,POSITIVE,0.9998793601989746
Kac,5.0 out of 5 stars,I turn the light on when I’m in he tub- it’s a spa like experience:) You can even put it on fireside mode so it looks like a campfire.,"Reviewed in the United States on January 26, 2020",No Data,NEGATIVE,0.9920881390571594
Allyson Jones,4.0 out of 5 stars,"I like the different colors that the echo glow produces. Unfortunately, my echo glow would not sync with my Bluetooth.","Reviewed in the United States on August 7, 2021",No Data,NEGATIVE,0.99753737449646
Laurence Cable,2.0 out of 5 stars,why does the glow revert to changing color despite having set it to solid in both the app and via voice command after a while and there are no routines set???,"Reviewed in the United States on December 30, 2019",No Data,NEGATIVE,0.9982313513755798
April Harris,5.0 out of 5 stars,I didn’t know it was a kids nightlight but it’s great for settling the mood,"Reviewed in the United States on May 13, 2021",No Data,POSITIVE,0.9998059868812561
Dillan P,5.0 out of 5 stars,"Love this device, it has so many color options and Alexa takes care of it all but you can always utilize the tap function which will also change the colors! I would re-purchase and recommend to anyone (even adults!!)","Reviewed in the United States on March 2, 2021",No Data,POSITIVE,0.9990037083625793
Amazon Customer,2.0 out of 5 stars,The color light changes very easily even if the table is bumped or there is a bang. When the light changes on its own it scares the kids! I was also hoping it had functions other than just a night light but it does not.,"Reviewed in the United States on October 16, 2020",No Data,NEGATIVE,0.9908333420753479
Kindle Customer,5.0 out of 5 stars,I put this under the end of my bed. It is a great night light.,"Reviewed in the United States on February 12, 2021",No Data,POSITIVE,0.9995077848434448
Amazon Customer,4.0 out of 5 stars,"Does exactly what it is described to do. I use it as a night light for my toddler as well as to teach him when it is ok to get out of bed in the morning. My only complaint would be the creation of ""routines"" could be a little easier on the Alexa app. More of an app complaint than a product issue.","Reviewed in the United States on July 19, 2020",No Data,NEGATIVE,0.9970393776893616
Magnificent7,5.0 out of 5 stars,"It's a great nightlight, almost too bright, so settings at 50% or less are ideal.  The girls love setting a sleep timer and changing the colors.  Great product","Reviewed in the United States on December 20, 2019",No Data,POSITIVE,0.9990295171737671
Alicia,5.0 out of 5 stars,Love it!!!! Bought it for my 6 year old to help him wind down at night. He loves it and slept very well,"Reviewed in the United States on April 18, 2020",No Data,POSITIVE,0.9998281002044678
Catherine,5.0 out of 5 stars,Super cute addition to my son's room. He loves that he can control the color via Alexa.,"Reviewed in the United States on July 12, 2020",No Data,POSITIVE,0.9998027682304382
Arthur Varady,2.0 out of 5 stars,What’s with the hype.It’s a nightlight that changes colors.,"Reviewed in the United States on December 27, 2019",One person found this helpful,POSITIVE,0.9983994364738464
Chris,5.0 out of 5 stars,Great product! We use it as a light wakeup alarm and a dimming light while going to sleep. Works like a charm. Definitely something to use with your Alexa App. Haven't tried using it much with our Alexa devices. All around great to have,"Reviewed in the United States on February 9, 2020",No Data,POSITIVE,0.9996291399002075
LittleKindleLover,2.0 out of 5 stars,"This is the 2019 version of the lava lamp. Sits there, takes up space and provides little value. Campfire functionality is underwhelming, flickering between orange, yellow, and red. Value add just isn't there.","Reviewed in the United States on November 21, 2019",2 people found this helpful,NEGATIVE,0.9997580647468567
Arionna L.,5.0 out of 5 stars,"Works wonderfully for my young kids, very easy to use. Buying a second on for my youngest soon.","Reviewed in the United States on June 14, 2021",No Data,POSITIVE,0.9998766183853149
Amazon Customer,5.0 out of 5 stars,I love the colors. It was so quick and easy to setup. Lighting is very good. Overall 5 stars.,"Reviewed in the United States on July 7, 2020",No Data,POSITIVE,0.9998577833175659
KVL,5.0 out of 5 stars,My kids love it!  Great for bedtime night light until they fall asleep and then I can turn off with my phone.,"Reviewed in the United States on September 30, 2020",No Data,POSITIVE,0.9995075464248657
Javier Lozano,5.0 out of 5 stars,"Beautiful lamp for your kids. My daugther enjoy changing colors. Works excellent with echo dot, echo swow and Alexa app.","Reviewed in the United States on January 27, 2020",No Data,POSITIVE,0.999603807926178
a86p,3.0 out of 5 stars,"The light works well but most of the colors are bright if trying to use as a nightlight, even then the brightness is turned down. I wish it had more soft color options and other features such as white noise!","Reviewed in the United States on February 19, 2020",One person found this helpful,NEGATIVE,0.9965564012527466
Dad1964,5.0 out of 5 stars,I like the Echo Glow I like that I can control with Alexa I also like that is a smart lamp. Why do Alexa sets the Echo Glow to rainbow when I tell Alexa to set a rainbow timer? Can't I tell it to set a timer but Alexa sets the glow to blue?,"Reviewed in the United States on April 18, 2021",No Data,POSITIVE,0.9981186985969543
Valerie L. Johnson,5.0 out of 5 stars,"The white light is the brightest, and is good for my son who is afraid of the dark.  This way we don't have to keep a big lamp on.  He enjoys that he is able to change the colors himself.","Reviewed in the United States on June 29, 2021",No Data,POSITIVE,0.9997825026512146
JingBell,1.0 out of 5 stars,Just basically a nightlight. That’s the only function it’s good for. Save your money.,"Reviewed in the United States on December 30, 2019",One person found this helpful,NEGATIVE,0.9994107484817505
Warrior 13,5.0 out of 5 stars,"Amazing for a child who is afraid of the dark, can be dimmed, and Alexa link makes it possible from another room","Reviewed in the United States on February 24, 2020",No Data,POSITIVE,0.9996144771575928
Krystal,5.0 out of 5 stars,"Perfect in my daughter's room, she loves it. She actually can sit and tap the top to change the colors. She is actually learning her colors at this time.","Reviewed in the United States on February 27, 2021",No Data,POSITIVE,0.999863862991333
Karina,5.0 out of 5 stars,"I love this device, when I get the funds I shall be buying a few more and setting them around the house to act as nightlights. It’s also great light to read by, cannot wait to see if they come out with a wireless one.","Reviewed in the United States on December 27, 2019",No Data,POSITIVE,0.9996354579925537
Audrey Gomez,4.0 out of 5 stars,"Originally purchased thinking it was a sound machine as well. Use as a lamp for nursery instead. Overall does what it says, later will update to echo dot for kids.","Reviewed in the United States on August 22, 2021",No Data,NEGATIVE,0.998308539390564
AOE-Mom,1.0 out of 5 stars,"It does what it says. I was able to purchase through a deal for $9.99. I would not pay more than that. I believe it could be more. Glow, echo, clock combo. However if you just want a light with adjustable brightness through the app, and a timer, this is your product.","Reviewed in the United States on June 6, 2021",No Data,NEGATIVE,0.9068163633346558
lyn,5.0 out of 5 stars,Its a light nothing special except you use Alexa to turn on and off.,"Reviewed in the United States on September 20, 2020",No Data,NEGATIVE,0.9762029051780701
emaggie10,5.0 out of 5 stars,"My daughter has problems sleeping and waking up, this lamp has given her some comfort at night. The timer in the morning helps her get dressed in time for school. Excellent gift for kids.","Reviewed in the United States on December 28, 2019",No Data,POSITIVE,0.9997288584709167
Kindle Customer,5.0 out of 5 stars,One of the Best things i ever bought.,"Reviewed in the United States on August 17, 2021",No Data,POSITIVE,0.9998738765716553
MKC,5.0 out of 5 stars,"My daughter is 13 and enjoys this light! She is currently using it and music as a morning alarm. She loves he colors glowing in her room while she does homework or has friends over. We bought one for her younger cousin, too.","Reviewed in the United States on December 20, 2019",No Data,POSITIVE,0.9996379613876343
JoePope,4.0 out of 5 stars,"Bought for granddaughter, works as stated. But she lost interest in this. May be better suited for other children.","Reviewed in the United States on February 2, 2020",No Data,NEGATIVE,0.9996846914291382
Smokey808,5.0 out of 5 stars,It works as described!  I got it on sale I don't know if I pay regular price for it all it is is a light bulb that changes colors,"Reviewed in the United States on January 25, 2020",No Data,POSITIVE,0.9880518913269043
Misty,5.0 out of 5 stars,works really well my daughter uses every night,"Reviewed in the United States on January 14, 2021",No Data,POSITIVE,0.9995865225791931
Ginger Lee Polimeda,5.0 out of 5 stars,Perfect lighting not to bright for sleeping. Def will buy more when they are on special,"Reviewed in the United States on August 28, 2020",No Data,POSITIVE,0.9284343719482422
Thomas A. Taylor,2.0 out of 5 stars,"Its a great nite light, but that's about it. I thought it might dance to music or even slow change of color. oh well.","Reviewed in the United States on January 27, 2020",No Data,POSITIVE,0.9815405607223511
Kaylee Smith,5.0 out of 5 stars,My daughter absolutely loves this!,"Reviewed in the United States on January 23, 2021",No Data,POSITIVE,0.9998748302459717
William,5.0 out of 5 stars,Probably one of the best led product I've bought lowkey. I use this for my setup and it's a nice lil addition. If you have any questions be free to dm me on either ig or Twitter @Willoconbtw I'll love to answer any of your questions cuz I know I had a lot before ordering this and nobody to ask,"Reviewed in the United States on April 5, 2021",No Data,POSITIVE,0.9976121187210083
J. Golden,1.0 out of 5 stars,Purchased the lamp for my great nieces as a Christmas/Birthday gift which they kept in the box until their rooms were repainted.  Of course the room remodel is complete and they open the box and it does not work!,"Reviewed in the United States on April 29, 2020",One person found this helpful,NEGATIVE,0.9990959167480469
Kelly,5.0 out of 5 stars,Multiple soft neon colors. Grandchild loves it!,"Reviewed in the United States on December 16, 2020",No Data,POSITIVE,0.9998551607131958
Brian Dalton,5.0 out of 5 stars,Good product for the money,"Reviewed in the United States on July 25, 2021",No Data,POSITIVE,0.9997822642326355
Patrick V.,4.0 out of 5 stars,Works well for what it’s intended to do.  Setting up a Routine is simple and works great to change color each morning at specific time to show kids when they can get up.  The red light for sleeping is nice as well.  Simple setup as well and I’m liking it.,"Reviewed in the United States on November 20, 2019",One person found this helpful,POSITIVE,0.9997943043708801
Anthony Costa,1.0 out of 5 stars,It works. Not really good fir anything other than a night light.,"Reviewed in the United States on February 4, 2020",One person found this helpful,NEGATIVE,0.9815331101417542
Amanda N.,5.0 out of 5 stars,"The only negative we have come across is that sometimes the sleep timer works, sometimes it fails to turn off when it’s supposed to. It has some neat light options, such as color flow and campfire that my kiddos enjoy. Puts out a lot of light for how small it is, and I like that we can change the light intensity by saying, Alexa set lamp to 10%, 20%, 100%, etc.","Reviewed in the United States on December 6, 2019",3 people found this helpful,POSITIVE,0.9379262328147888
Lauren,3.0 out of 5 stars,"I want to love this lamp but I can’t given it’s limited functionality. I bought it knowing it was just a lamp - but a smart lamp. It changes colors and amuses my toddler. She loves the rainbow mode and I think campfire looks really cool in a dark room. So as nothing more than a light that changes colors, it is pretty neat and a good bargain. However, the two features I bought it for are not great. First, the rainbow timer: I assumed you’d set the rainbow timer for say 10 minutes and it would change colors, then at the end of 10 minutes the light would go out. Nope. At the end of the timer the light stays on and your echo timer just goes off.  So basically it is just the light on rainbow mode and the timer doesn’t really integrate with the lamp. Second, the wake up light alarm: I assumed this would be like the sunrise feature on the echo show 5 and that the light would start out dim and gradually get brighter until the alarm time. Nope. At one minute before the alarm time the light cuts on set at white light and full brightness. No gradual brightening at all. So basically it’s just turning the light on. Because kids love to be awakened to jarring bright lights. My takeaway is that amazon really needs to give way more information in their product descriptions and maybe even include videos of the products working because that would have changed my mind about buying this particular lamp.","Reviewed in the United States on November 20, 2019",No Data,POSITIVE,0.9922391176223755
Sean Ogden,5.0 out of 5 stars,"I ended up getting this randomly as a deal of the day for very cheap. Prior to seeing the advertisement I never heard of it. My daughter LOVES IT! The features are super cool with the different colors you can pick for it including an underwater setting that changes variations of blue and green, Valentine’s which is variations of red, and a whole lot more including it changing a rainbow of colors though that could be a bit distracting for your child trying to go to bed. Some other cool features is setting up voice codes with Alexa. When I say “Alexa bedtime” it activates the light to go on. One of my favorite features has to be setting a time for a light to turn green so they know it’s time to wake up or okay to come and wake me up. There’s probably a slew of other features as well but those are the main ones I use daily. If you’re looking for a great Smart nightlight with options look no further!","Reviewed in the United States on July 16, 2020",No Data,POSITIVE,0.9984558820724487
tvjames,5.0 out of 5 stars,"I was originally looking to buy a WiFi Alexa-enabled plug, a dimmer switch, a lamp and bulbs.  And then I found this.  More features, much cheaper.  It's great for our son's room, we can use it to help him soothe to sleep, and we can get a little more light out of it when we need to do a midnight diaper change, much easier than the full-brightness of the overhead light.The installation was a pain.  I had to accept some extra terms of service which was only available through Amazon.com so it took me out to a browser and I had to use one-time passwords and change my password twice before I was able to accept the terms and then go back in.  For a couple of days it kept asking me to complete the setup but then it finally figured out that the setup was complete.The only thing I don't like is that I haven't figured out how to set a timed-fade-out in Routines.  Since music has to be the last item in the Routine, I can't use a wait and power-off command in a music+lights routine to help him get back to sleep.","Reviewed in the United States on March 1, 2020",No Data,NEGATIVE,0.9938983917236328
Nash,5.0 out of 5 stars,"Your browser does not support HTML5 video.


   I bought this for my 8yr old who still hasn’t grown out of using a night light. He absolutely loves it! You can sync the device to your Alexa app using the barcode on the back of the instructions manual. Once complete you can set it to one of multiple solid colors or have it run through a range of different ones. The colors also change when you gently tap the device. You can also sync this device with your Alexa home security devices so that they turn on and off while you are away from home in order to deter burglars. Keep in mind that in order to control the device by voice, you have to have another Alexa compatible device such as the Echo Dot or Echo Plus. This does NOT work with Echo Flex.","Reviewed in the United States on March 23, 2021",No Data,POSITIVE,0.9743310213088989
Seamus Davidson,3.0 out of 5 stars,"As shown in the photo, I have 2 of these Echo Glows set up in my bedroom near my Echo Show 5. I can tell my Alexa to turn them on and off with relative ease, and they look really great and bright. However these lights are not without flaws. My biggest complaint is how I can’t combine both of these glows into ONE light so I can just tell Alexa to turn it on and they’ll both come on (I set up a routine so that when I say “color on/off” it toggles their power but they’d still be better combined). It would also be easier to sync up their color in one command instead of two, or one click instead of like 8 in the Alexa app. I also don’t think the tap to change color feature is practical, and I turned this feature off on both of them, as sometimes they would change color if I was simply walking around my room (too sensitive). I also wish I could set the Glows to any color of my choice using some sort of color wheel, like the Philips Hue bulbs have. Another nice feature would have been music responsiveness, like if the colors changed or flared with the beat of music played through my Alexa device. P.S. A quick note to the marketing team ;) marketing these lights to kids is also kind of a misfire because mood lights are very “in” right now with people of all ages.All in all a pretty cool product, and pretty affordable, but a little more work should have gone into both the hardware and software. Perhaps an update soon?","Reviewed in the United States on January 26, 2021",No Data,POSITIVE,0.9924301505088806
The Todd,1.0 out of 5 stars,"UPDATE:  Amazon did reach out to me, but that went NOWHERE. I received an email and a phone call from someone that sounded like she wanted to help.  After some back and forth, she went radio silent and I didn't hear back.  So I replied to her email again and asked for an update.  I received a reply from a completely different Customer Support person who told me I should call in and open a support ticket.  I told that person ""no thanks"" because I've already spent WAYYYY to much time trying to get your product to do something that (although advertised as a feature...) it obviously cannot do.  I guess it will have to be a mood light because it is impossible to use this thing as a sunrise alarm.I have tried every way under the sun to create a routine that turn this thing on in the morning at a 0% brightness and the ramp it up to 100% over 30 mins.  It doesn't work.  It either turns on at 100% or 0% and stays there.  No ramp.  It also changes its color completely at random.  Hopefully Amazon patches this thing.","Reviewed in the United States on December 19, 2019",One person found this helpful,NEGATIVE,0.9994608759880066
blckpanthercom,2.0 out of 5 stars,"This product is very... ""Routine"" oriented. Never got into them, now I'm forced to learn, quickly.Alexa voice control - powers on, changes colors, and types. Check.Timer function - Lacking, severely.Parental control - Understood, but seriously. More adults are going to buy this for themselves than for kids. It is a glowing orb!Turning it off - kind of a joke unless you have your phone or want to yell across to your Echo device.Routines - Forced, at least it feels that way. Created a bedtime routine, Lights off, Glow on color green, wait 10mins turn Glow off, and then turn thunderstorm sounds on... now, because the Thunderstorm Sounds are a skill it is forced to be at the bottom. That's the rub, I get that it has to access basically a secondary app to open the skill, but seriously, but having to wait 10mins for the sounds to start which also turns off the Glow is just not right. Can you fix this feature. How was it overlooked? Even for children, parent says ""Alexa put childname to sleep""... it turns off the lights, turns on the Glow (nightlight), starts a book/sounds and then X time later, it turns itself all off. I'm fine with adding a ""wait"" to the routine, but still... the skill issue should be resolved, for this exact concern.Mic/Speaker - Honestly, not a big issue to me. I get how it could be an improvement and useful.No water - See, the Glow would be awesome in a bathroom. or even on a nightstand. But steam might be an issue, the notations were not that specific. Also, people are clumsy and might knock liquids over on a nightstand. A couple rubber seals/gaskets would solve this concern.All in all - It does what they say it does, it should do more I am quite shocked that some of the common sense features are missing. Learning the ""Routines"" system is a learning curve. It could be so much more though, so update please, I also understand that this is a first run beta/customer review period, I am sure many realize it also, so we wait for the update.","Reviewed in the United States on November 27, 2019",One person found this helpful,NEGATIVE,0.9982326030731201
stormcat,5.0 out of 5 stars,wish there were some morepleasing colorsI being an adultbought this on saleknowing  it’s meant as a kids night lightwe usually keep battery powered candles on at night because its a gentle light and good in the event you wake during the night for the restroom or etc  and something like a candle light is pleasantthe colors the glow puts out are for the most part tolerable but  not pleasanti use the red at night  a lot of the other colors are harsh  the red could be better  probably due to the thick white plastic of the glow  the red isn’t horrible at night and it was cheap so ill give it a thumbs upif you can get it cheap  definitely a good buyif you can get it cheap,"Reviewed in the United States on June 4, 2021",No Data,NEGATIVE,0.8562474250793457
AshleyTayla,5.0 out of 5 stars,"I bought this as an alternative to the many “ready to wake” style lights and clocks. I bought it knowing it was not a speaker and didn’t have a built in microphone. All of that said, it does EXACTLY what I need it to do, plus it has fun extra capabilities I wouldn’t get with a typical ready to wake set up.I use the “routines” function in my Alexa app to set up a “winding down” routine with lavender lighting an hour before bed, so that my first grader and preschooler can look at books or play nicely while I get my infant ready at night. At bedtime, I have a routine that turns the light to a salmon color. The kids know that once the light is red/pink, they can only leave their room for potty or an emergency. This has worked very well! Our morning routine starts with the light turning green and the kids knowing they can come into my room or join me downstairs. Perfect set up for us. We’ve also used the rainbow timer if I need them to play quietly upstairs while I work from home or take a phone call. They enjoy watching the colors change and knowing when their quiet playtime is over.The fun new light show features have been cool to play with, but because we keep this in their room, they’re not missing out by not having an Alexa voice command service in their room to active them. It’s fun to bring the Glow downstairs for “dance parties” or playing pretend with the campfire or fire truck mode, though.Overall I am very pleased with this purchase. I do think it is priced high, but I should have looked for it on Black Friday, I suppose.","Reviewed in the United States on January 6, 2020",No Data,POSITIVE,0.9045048952102661
Barbara,4.0 out of 5 stars,This was a gift for my 4 yr old granddaughter.  She loves changing the lights.  I haven't had the chance to see how the sleep mode works.,"Reviewed in the United States on November 30, 2020",No Data,POSITIVE,0.5257130861282349
Joanne,5.0 out of 5 stars,"Your browser does not support HTML5 video.


   👍👍Typically the glow itsself is flawless...Sometimes the issue isn't with the glow it's just how you say tho he to alexa...just gotta practice but the glow is perfect. 💯","Reviewed in the United States on January 28, 2020",One person found this helpful,POSITIVE,0.9985955357551575
Jordan,5.0 out of 5 stars,"Very cool product. Currently just using mine as an accent light in my office. I am an adult, not sure how it would work for kids. I am immature though, so it will probably be great.","Reviewed in the United States on February 9, 2020",No Data,POSITIVE,0.9992294311523438
ISJG,5.0 out of 5 stars,Absolutely LOVE this product and plan to by multiple for the house. I would 1000% recommend.,"Reviewed in the United States on August 22, 2020",No Data,POSITIVE,0.9998526573181152
Ashley Collins,5.0 out of 5 stars,Love this light I use it every night especially when I'm getting up in the middle of the night and the different colors help it not be too bright to wake my husband. I have it programmed to say goodnight with alexa an it turns off,"Reviewed in the United States on April 16, 2021",No Data,POSITIVE,0.96275395154953
Michael Allen,5.0 out of 5 stars,Looks good waiting for nephew to pick up,"Reviewed in the United States on May 23, 2021",No Data,POSITIVE,0.9972015619277954
English teacher,5.0 out of 5 stars,This is a fun addition to my son's room. He likes that he can turn it on and change colors through his Echo Dot.,"Reviewed in the United States on July 24, 2020",No Data,POSITIVE,0.999866247177124
Tessi Seymour,5.0 out of 5 stars,I bought this for my husband to use as a night light if he has to get up in the middle of the night. It was easy to hook up and get going. We love it!,"Reviewed in the United States on November 22, 2019",No Data,POSITIVE,0.9998281002044678
Matthew,5.0 out of 5 stars,Pros:Easy integration with AlexaEasy to create routines (making the lights turn on/off and change color)Light can be dimmedThe light can be controlled from your phone... change the light a little early and tell the kids it is time to go to sleep ;)Cons:Does not have a speaker so you can not play kids music.,"Reviewed in the United States on July 7, 2020",No Data,NEGATIVE,0.998375415802002
Tristan Stufflebeam,4.0 out of 5 stars,"I was very disappointed that it was NOT AN ECHO DEVICE as well as a light.  I did as much research as I could when I pre-ordered it and that part just wasn't clear.  Though it was my fault for not knowing before I bought, I still think it's an amazing purchase.  There are other smart color lamps out there and this one does exactly what it's supposed to.  We use it as a clock for my toddler and she loves it.","Reviewed in the United States on December 16, 2019",No Data,POSITIVE,0.9985243678092957
britss,2.0 out of 5 stars,"Honestly haven't figured it out yet; it's not half as intuitive to program as advertised. The colors are neat, the construction is solid.","Reviewed in the United States on January 20, 2021",No Data,POSITIVE,0.9998433589935303
Amazon Customer,5.0 out of 5 stars,"Great light, especially once it's integrated with Alexa. Great for watching movies or if your kid needs a nightlight as well. And the brightness is also adjustable.","Reviewed in the United States on April 6, 2021",No Data,POSITIVE,0.9988031387329102
TN,1.0 out of 5 stars,Total waste of money.,"Reviewed in the United States on January 20, 2021",No Data,NEGATIVE,0.9997653365135193
W A,4.0 out of 5 stars,"Works fine, would be nice to have a built in speaker/Alexa function as well","Reviewed in the United States on August 22, 2020",No Data,POSITIVE,0.9890268445014954
Sherry,3.0 out of 5 stars,"It's great for the changing colors. Glad I got it for a big discount. It's not worth $30 for just the different colors. I thought it was an echo dot as well for that price. Since I just paid $10 for it, I was glad. For $30 it should have access like the echo dot as well. Then it would be worth the $30.","Reviewed in the United States on July 30, 2021",No Data,POSITIVE,0.7178619503974915
Amazon Customer,2.0 out of 5 stars,Not what I expected.,"Reviewed in the United States on March 21, 2021",No Data,NEGATIVE,0.9997621178627014
Christina,5.0 out of 5 stars,I love the sleep mode feature.  This little thing is perfect for your child's room,"Reviewed in the United States on October 13, 2020",No Data,POSITIVE,0.9993869066238403
K,3.0 out of 5 stars,Doesn't do much. Kids love the echo dot but they don't use the glow as much.,"Reviewed in the United States on June 10, 2020",No Data,NEGATIVE,0.9971851706504822
Keya L.,4.0 out of 5 stars,"This little night light is super cute and programmable. However, the Alexa integration leaves a lot to be desired. I’m sure this will improve with time like many other Echo products.","Reviewed in the United States on August 17, 2020",No Data,NEGATIVE,0.9906802773475647
Audrey,5.0 out of 5 stars,"My son loves using it especially for ""disco"" lights or as he calls it dance party mode! He loves the timer at bedtime for teeth brushing and pj's. It's an overall well made item! Hooked up really quick to his tiger echo dot!","Reviewed in the United States on February 11, 2021",No Data,POSITIVE,0.9997373223304749
H. Llanes,5.0 out of 5 stars,"My kids love it. It acts as their night. I figured a way to set a routine to turn it on at a certain time and then off another and with the echo dot that they use to play bedtime music, they fall asleep easily.","Reviewed in the United States on March 25, 2021",No Data,NEGATIVE,0.9411210417747498
Carol Ann Noland,5.0 out of 5 stars,"Love Echo Glow! We got our boys one for Christmas along with an echo dot and it has been a game changer. I have it set to glow blue and the echo dot plays quiet music for bedtime, and it's set to glow multiple colors and play kids bop when it's time to get up. The rainbow timer function is cool. You can set a timer and the glow lights up in different colors when time is up. Set up was simple. 10/10 would recommend.","Reviewed in the United States on January 5, 2020",No Data,POSITIVE,0.9994087219238281
Jacque,5.0 out of 5 stars,Super cute for my son to help him stop sleeping with the lights on. He's able to change the colors himself and adjust the brightness to where he sees comfort for sleeping.,"Reviewed in the United States on March 9, 2021",No Data,POSITIVE,0.9992382526397705
Baby Dave,5.0 out of 5 stars,Cute!,"Reviewed in the United States on December 13, 2019",One person found this helpful,POSITIVE,0.9998518228530884
